strain	virus	date	accession_id	region	country	province	division	location
hCoV_19_Madagascar_IPM_20523_2020_EPI_ISL_3716498_2020_07_04	sars_cov_2	2020-12-16	EPI_ISL_3716690	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_20559_2020_EPI_ISL_3716499_2020_07_05	sars_cov_2	2020-12-28	EPI_ISL_3716697	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_20569_2020_EPI_ISL_3716500_2020_07_05	sars_cov_2	2021-02-15	EPI_ISL_3716704	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_20587_2020_EPI_ISL_3716501_2020_07_06	sars_cov_2	2021-02-05	EPI_ISL_3716832	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_20795_2020_EPI_ISL_3716502_2020_07_07	sars_cov_2	2021-02-24	EPI_ISL_3716843	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_21011_2020_EPI_ISL_3716503_2020_07_06	sars_cov_2	2021-02-25	EPI_ISL_3716844	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_21067_2020_EPI_ISL_3716504_2020_07_06	sars_cov_2	2021-04-15	EPI_ISL_4297622	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_21157_2020_EPI_ISL_3716505_2020_07_08	sars_cov_2	2021-04-16	EPI_ISL_4297623	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_21175_2020_EPI_ISL_3716506_2020_07_05	sars_cov_2	2021-03-08	EPI_ISL_4297626	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_21245_2020_EPI_ISL_3716507_2020_07_06	sars_cov_2	2021-03-15	EPI_ISL_4297631	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_21256_2020_EPI_ISL_3716508_2020_07_06	sars_cov_2	2021-04-07	EPI_ISL_4297649	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_21269_2020_EPI_ISL_3716509_2020_07_08	sars_cov_2	2021-04-11	EPI_ISL_4297652	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_21372_2020_EPI_ISL_3716510_2020_06_29	sars_cov_2	2021-04-01	EPI_ISL_4297654	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_21482A_2020_EPI_ISL_3716511_2020_07_08	sars_cov_2	2021-04-20	EPI_ISL_4297666	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_21482B_2020_EPI_ISL_3716512_2020_07_08	sars_cov_2	2021-04-22	EPI_ISL_4297667	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_21489A_2020_EPI_ISL_3716513_2020_07_11	sars_cov_2	2021-04-17	EPI_ISL_4297669	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_21489B_2020_EPI_ISL_3716514_2020_07_11	sars_cov_2	2021-04-17	EPI_ISL_4297678	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_21539_2020_EPI_ISL_3716515_2020_07_11	sars_cov_2	2021-04-20	EPI_ISL_4297682	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_21563_2020_EPI_ISL_3716516_2020_07_09	sars_cov_2	2021-04-16	EPI_ISL_4297683	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_21572_2020_EPI_ISL_3716517_2020_07_10	sars_cov_2	2021-04-08	EPI_ISL_4297685	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_21598_2020_EPI_ISL_3716518_2020_07_09	sars_cov_2	2021-04-08	EPI_ISL_4297686	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_21608_2020_EPI_ISL_3716519_2020_07_10	sars_cov_2	2021-04-08	EPI_ISL_4297687	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_21647_2020_EPI_ISL_3716520_2020_07_10	sars_cov_2	2021-04-08	EPI_ISL_4297688	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_21648_2020_EPI_ISL_3716521_2020_07_10	sars_cov_2	2021-04-07	EPI_ISL_4297689	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_21649_2020_EPI_ISL_3716522_2020_07_10	sars_cov_2	2021-04-07	EPI_ISL_4297690	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_21651_2020_EPI_ISL_3716523_2020_07_10	sars_cov_2	2021-04-08	EPI_ISL_4297691	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_21652_2020_EPI_ISL_3716524_2020_07_10	sars_cov_2	2021-04-09	EPI_ISL_4297692	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_21914_2020_EPI_ISL_3716525_2020_07_13	sars_cov_2	2021-04-09	EPI_ISL_4297693	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_21917_2020_EPI_ISL_3716526_2020_07_10	sars_cov_2	2021-04-09	EPI_ISL_4297697	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_21925_2020_EPI_ISL_3716527_2020_07_13	sars_cov_2	2021-04-05	EPI_ISL_4297698	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_22411_2020_EPI_ISL_3716528_2020_07_13	sars_cov_2	2021-04-01	EPI_ISL_4297699	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_22412_2020_EPI_ISL_3716529_2020_07_13	sars_cov_2	2021-04-14	EPI_ISL_4297700	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_22562_2020_EPI_ISL_3716531_2020_07_15	sars_cov_2	2021-04-14	EPI_ISL_4297701	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_22583_2020_EPI_ISL_3716532_2020_07_17	sars_cov_2	2021-04-14	EPI_ISL_4297702	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_22595_2020_EPI_ISL_3716533_2020_07_15	sars_cov_2	2021-04-14	EPI_ISL_4297703	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_22597_2020_EPI_ISL_3716534_2020_07_17	sars_cov_2	2021-04-15	EPI_ISL_4297712	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_23142_2020_EPI_ISL_3716535_2020_07_18	sars_cov_2	2021-04-15	EPI_ISL_4297717	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_23711_2020_EPI_ISL_3716536_2020_07_17	sars_cov_2	2021-04-15	EPI_ISL_4297719	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_23726_2020_EPI_ISL_3716537_2020_07_20	sars_cov_2	2021-04-12	EPI_ISL_4297723	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_23961_2020_EPI_ISL_3716538_2020_07_21	sars_cov_2	2021-04-13	EPI_ISL_4297727	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_23974_2020_EPI_ISL_3716539_2020_07_21	sars_cov_2	2021-04-07	EPI_ISL_4297749	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_23988_2020_EPI_ISL_3716540_2020_07_20	sars_cov_2	2021-04-09	EPI_ISL_4297750	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_23995_2020_EPI_ISL_3716541_2020_07_20	sars_cov_2	2021-04-12	EPI_ISL_4297751	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_24071_2020_EPI_ISL_3716542_2020_07_21	sars_cov_2	2021-04-12	EPI_ISL_4297752	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_24083_2020_EPI_ISL_3716543_2020_07_21	sars_cov_2	2021-04-13	EPI_ISL_4297753	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_24100_2020_EPI_ISL_3716544_2020_07_22	sars_cov_2	2021-04-13	EPI_ISL_4297754	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_24267_2020_EPI_ISL_3716545_2020_07_24	sars_cov_2	2021-04-13	EPI_ISL_4297755	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_24365_2020_EPI_ISL_3716546_2020_07_22	sars_cov_2	2021-04-13	EPI_ISL_4297756	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_24390_2020_EPI_ISL_3716547_2020_07_23	sars_cov_2	2021-04-13	EPI_ISL_4297757	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_24391_2020_EPI_ISL_3716548_2020_07_20	sars_cov_2	2021-04-07	EPI_ISL_4297759	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_24393_2020_EPI_ISL_3716549_2020_07_20	sars_cov_2	2021-04-13	EPI_ISL_4297761	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_24500_2020_EPI_ISL_3716550_2020_07_13	sars_cov_2	2021-04-13	EPI_ISL_4297762	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_24597_2020_EPI_ISL_3716551_2020_07_26	sars_cov_2	2021-04-13	EPI_ISL_4297763	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_24673_2020_EPI_ISL_3716552_2020_07_25	sars_cov_2	2021-04-13	EPI_ISL_4297764	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_24847_2020_EPI_ISL_3716553_2020_07_28	sars_cov_2	2021-04-14	EPI_ISL_4297765	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_25085_2020_EPI_ISL_3716554_2020_07_28	sars_cov_2	2021-04-15	EPI_ISL_4297770	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_25149_2020_EPI_ISL_3716555_2020_07_24	sars_cov_2	2021-04-15	EPI_ISL_4297771	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_25160_2020_EPI_ISL_3716556_2020_07_27	sars_cov_2	2021-07-07	EPI_ISL_7722685	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_25173_2020_EPI_ISL_3716557_2020_07_27	sars_cov_2	2021-07-10	EPI_ISL_7722721	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_25356_2020_EPI_ISL_3716558_2020_07_27	sars_cov_2	2021-07-10	EPI_ISL_7722726	Africa	Madagascar	Antananarivo	Analamanga	Antananarivo-Renivohitra
hCoV_19_Madagascar_IPM_25365_2020_EPI_ISL_3716559_2020_07_28	sars_cov_2	2020-10-28	EPI_ISL_1660225	Africa	Madagascar	Antananarivo	Vakinankaratra	Antsirabe-I
hCoV_19_Madagascar_IPM_25467_2020_EPI_ISL_3716560_2020_07_28	sars_cov_2	2020-11-09	EPI_ISL_1660228	Africa	Madagascar	Antananarivo	Vakinankaratra	Antsirabe-I
hCoV_19_Madagascar_IPM_25596_2020_EPI_ISL_3716561_2020_07_30	sars_cov_2	2021-01-12	EPI_ISL_1660242	Africa	Madagascar	Antananarivo	Vakinankaratra	Antsirabe-I
hCoV_19_Madagascar_IPM_25597_2020_EPI_ISL_3716562_2020_07_29	sars_cov_2	2021-01-13	EPI_ISL_1660243	Africa	Madagascar	Antananarivo	Vakinankaratra	Antsirabe-I
hCoV_19_Madagascar_IPM_25768_2020_EPI_ISL_3716563_2020_07_31	sars_cov_2	2021-01-18	EPI_ISL_1660245	Africa	Madagascar	Antananarivo	Vakinankaratra	Antsirabe-I
hCoV_19_Madagascar_IPM_25793_2020_EPI_ISL_3716564_2020_07_30	sars_cov_2	2021-02-04	EPI_ISL_1660261	Africa	Madagascar	Antananarivo	Vakinankaratra	Antsirabe-I
hCoV_19_Madagascar_IPM_25805_2020_EPI_ISL_3716565_2020_07_29	sars_cov_2	2021-02-19	EPI_ISL_1660271	Africa	Madagascar	Antananarivo	Vakinankaratra	Antsirabe-I
hCoV_19_Madagascar_IPM_25810_2020_EPI_ISL_3716566_2020_07_26	sars_cov_2	2021-02-22	EPI_ISL_1660280	Africa	Madagascar	Antananarivo	Vakinankaratra	Antsirabe-I
hCoV_19_Madagascar_IPM_25824_2020_EPI_ISL_3716567_2020_07_17	sars_cov_2	2021-01-04	EPI_ISL_1660294	Africa	Madagascar	Antananarivo	Vakinankaratra	Antsirabe-I
hCoV_19_Madagascar_IPM_25825_2020_EPI_ISL_3716568_2020_07_18	sars_cov_2	2021-01-06	EPI_ISL_1660295	Africa	Madagascar	Antananarivo	Vakinankaratra	Antsirabe-I
hCoV_19_Madagascar_IPM_26988_2020_EPI_ISL_3716569_2020_08_05	sars_cov_2	2021-01-08	EPI_ISL_1660298	Africa	Madagascar	Antananarivo	Vakinankaratra	Antsirabe-I
hCoV_19_Madagascar_IPM_27446_2020_EPI_ISL_3716570_2020_08_06	sars_cov_2	2021-01-12	EPI_ISL_1660303	Africa	Madagascar	Antananarivo	Vakinankaratra	Antsirabe-I
hCoV_19_Madagascar_IPM_27611_2020_EPI_ISL_3716571_2020_08_06	sars_cov_2	2021-01-12	EPI_ISL_1660304	Africa	Madagascar	Antananarivo	Vakinankaratra	Antsirabe-I
hCoV_19_Madagascar_IPM_27674_2020_EPI_ISL_3716572_2020_08_11	sars_cov_2	2021-01-21	EPI_ISL_1660309	Africa	Madagascar	Antananarivo	Vakinankaratra	Antsirabe-I
hCoV_19_Madagascar_IPM_27676_2020_EPI_ISL_3716573_2020_08_06	sars_cov_2	2020-11-09	EPI_ISL_1660312	Africa	Madagascar	Antananarivo	Vakinankaratra	Antsirabe-I
hCoV_19_Madagascar_IPM_28815_2020_EPI_ISL_3716574_2020_08_13	sars_cov_2	2020-11-16	EPI_ISL_1660317	Africa	Madagascar	Antananarivo	Vakinankaratra	Antsirabe-I
hCoV_19_Madagascar_IPM_29000_2020_EPI_ISL_3716575_2020_08_07	sars_cov_2	2020-12-22	EPI_ISL_1660329	Africa	Madagascar	Antananarivo	Vakinankaratra	Antsirabe-I
hCoV_19_Madagascar_IPM_29188_2020_EPI_ISL_3716576_2020_08_13	sars_cov_2	2020-10-27	EPI_ISL_1672387	Africa	Madagascar	Antananarivo	Vakinankaratra	Antsirabe-I
hCoV_19_Madagascar_IPM_29201_2020_EPI_ISL_3716577_2020_08_14	sars_cov_2	2021-01-11	EPI_ISL_3716356	Africa	Madagascar	Antananarivo	Vakinankaratra	Antsirabe-I
hCoV_19_Madagascar_IPM_29208_2020_EPI_ISL_3716578_2020_08_12	sars_cov_2	2021-01-11	EPI_ISL_3716357	Africa	Madagascar	Antananarivo	Vakinankaratra	Antsirabe-I
hCoV_19_Madagascar_IPM_29218_2020_EPI_ISL_3716579_2020_08_08	sars_cov_2	2021-01-11	EPI_ISL_3716358	Africa	Madagascar	Antananarivo	Vakinankaratra	Antsirabe-I
hCoV_19_Madagascar_IPM_29219_2020_EPI_ISL_3716580_2020_08_11	sars_cov_2	2021-01-13	EPI_ISL_3716362	Africa	Madagascar	Antananarivo	Vakinankaratra	Antsirabe-I
hCoV_19_Madagascar_IPM_29414_2020_EPI_ISL_3716581_2020_08_15	sars_cov_2	2021-01-18	EPI_ISL_3716366	Africa	Madagascar	Antananarivo	Vakinankaratra	Antsirabe-I
hCoV_19_Madagascar_IPM_29461_2020_EPI_ISL_3716582_2020_08_15	sars_cov_2	2021-01-18	EPI_ISL_3716367	Africa	Madagascar	Antananarivo	Vakinankaratra	Antsirabe-I
hCoV_19_Madagascar_IPM_29989_2020_EPI_ISL_3716583_2020_08_18	sars_cov_2	2021-01-21	EPI_ISL_3716370	Africa	Madagascar	Antananarivo	Vakinankaratra	Antsirabe-I
hCoV_19_Madagascar_IPM_30013_2020_EPI_ISL_3716584_2020_08_17	sars_cov_2	2020-05-06	EPI_ISL_3716401	Africa	Madagascar	Antananarivo	Vakinankaratra	Antsirabe-I
hCoV_19_Madagascar_IPM_30188_2020_EPI_ISL_3716585_2020_08_18	sars_cov_2	2020-05-27	EPI_ISL_3716425	Africa	Madagascar	Antananarivo	Vakinankaratra	Antsirabe-I
hCoV_19_Madagascar_IPM_30615_2020_EPI_ISL_3716586_2020_08_20	sars_cov_2	2020-06-16	EPI_ISL_3716466	Africa	Madagascar	Antananarivo	Vakinankaratra	Antsirabe-I
hCoV_19_Madagascar_IPM_30628_2020_EPI_ISL_3716587_2020_08_19	sars_cov_2	2020-06-23	EPI_ISL_3716472	Africa	Madagascar	Antananarivo	Vakinankaratra	Antsirabe-I
hCoV_19_Madagascar_IPM_30942_2020_EPI_ISL_3716588_2020_08_19	sars_cov_2	2020-06-28	EPI_ISL_3716478	Africa	Madagascar	Antananarivo	Vakinankaratra	Antsirabe-I
hCoV_19_Madagascar_IPM_30943_2020_EPI_ISL_3716589_2020_08_19	sars_cov_2	2020-06-24	EPI_ISL_3716493	Africa	Madagascar	Antananarivo	Vakinankaratra	Antsirabe-I
hCoV_19_Madagascar_IPM_30947_2020_EPI_ISL_3716590_2020_08_19	sars_cov_2	2020-06-24	EPI_ISL_3716494	Africa	Madagascar	Antananarivo	Vakinankaratra	Antsirabe-I
hCoV_19_Madagascar_IPM_30956_2020_EPI_ISL_3716591_2020_08_19	sars_cov_2	2020-06-23	EPI_ISL_3716495	Africa	Madagascar	Antananarivo	Vakinankaratra	Antsirabe-I
hCoV_19_Madagascar_IPM_30957_2020_EPI_ISL_3716592_2020_08_19	sars_cov_2	2020-07-05	EPI_ISL_3716499	Africa	Madagascar	Antananarivo	Vakinankaratra	Antsirabe-I
hCoV_19_Madagascar_IPM_30973_2020_EPI_ISL_3716593_2020_08_19	sars_cov_2	2020-07-05	EPI_ISL_3716500	Africa	Madagascar	Antananarivo	Vakinankaratra	Antsirabe-I
hCoV_19_Madagascar_IPM_30977_2020_EPI_ISL_3716594_2020_08_19	sars_cov_2	2020-07-06	EPI_ISL_3716501	Africa	Madagascar	Antananarivo	Vakinankaratra	Antsirabe-I
hCoV_19_Madagascar_IPM_31078_2020_EPI_ISL_3716595_2020_08_17	sars_cov_2	2020-07-08	EPI_ISL_3716505	Africa	Madagascar	Antananarivo	Vakinankaratra	Antsirabe-I
hCoV_19_Madagascar_IPM_31086_2020_EPI_ISL_3716596_2020_08_17	sars_cov_2	2020-07-11	EPI_ISL_3716515	Africa	Madagascar	Antananarivo	Vakinankaratra	Antsirabe-I
hCoV_19_Madagascar_IPM_31306_2020_EPI_ISL_3716597_2020_08_18	sars_cov_2	2020-07-21	EPI_ISL_3716539	Africa	Madagascar	Antananarivo	Vakinankaratra	Antsirabe-I
hCoV_19_Madagascar_IPM_31315_2020_EPI_ISL_3716598_2020_08_20	sars_cov_2	2020-07-20	EPI_ISL_3716540	Africa	Madagascar	Antananarivo	Vakinankaratra	Antsirabe-I
hCoV_19_Madagascar_IPM_31319_2020_EPI_ISL_3716599_2020_08_19	sars_cov_2	2020-08-06	EPI_ISL_3716571	Africa	Madagascar	Antananarivo	Vakinankaratra	Antsirabe-I
hCoV_19_Madagascar_IPM_31627_2020_EPI_ISL_3716600_2020_08_24	sars_cov_2	2020-08-13	EPI_ISL_3716576	Africa	Madagascar	Antananarivo	Vakinankaratra	Antsirabe-I
hCoV_19_Madagascar_IPM_31689_2020_EPI_ISL_3716601_2020_08_24	sars_cov_2	2020-08-18	EPI_ISL_3716585	Africa	Madagascar	Antananarivo	Vakinankaratra	Antsirabe-I
hCoV_19_Madagascar_IPM_31905_2020_EPI_ISL_3716602_2020_08_26	sars_cov_2	2020-08-24	EPI_ISL_3716600	Africa	Madagascar	Antananarivo	Vakinankaratra	Antsirabe-I
hCoV_19_Madagascar_IPM_31909_2020_EPI_ISL_3716603_2020_08_26	sars_cov_2	2020-08-26	EPI_ISL_3716604	Africa	Madagascar	Antananarivo	Vakinankaratra	Antsirabe-I
hCoV_19_Madagascar_IPM_32155_2020_EPI_ISL_3716604_2020_08_26	sars_cov_2	2020-08-31	EPI_ISL_3716609	Africa	Madagascar	Antananarivo	Vakinankaratra	Antsirabe-I
hCoV_19_Madagascar_IPM_32260_2020_EPI_ISL_3716605_2020_08_27	sars_cov_2	2020-09-01	EPI_ISL_3716613	Africa	Madagascar	Antananarivo	Vakinankaratra	Antsirabe-I
hCoV_19_Madagascar_IPM_32491_2020_EPI_ISL_3716606_2020_08_28	sars_cov_2	2020-09-03	EPI_ISL_3716623	Africa	Madagascar	Antananarivo	Vakinankaratra	Antsirabe-I
hCoV_19_Madagascar_IPM_32608_2020_EPI_ISL_3716607_2020_08_29	sars_cov_2	2020-09-03	EPI_ISL_3716624	Africa	Madagascar	Antananarivo	Vakinankaratra	Antsirabe-I
hCoV_19_Madagascar_IPM_32787_2020_EPI_ISL_3716608_2020_08_31	sars_cov_2	2020-09-04	EPI_ISL_3716625	Africa	Madagascar	Antananarivo	Vakinankaratra	Antsirabe-I
hCoV_19_Madagascar_IPM_32883_2020_EPI_ISL_3716609_2020_08_31	sars_cov_2	2020-10-05	EPI_ISL_3716649	Africa	Madagascar	Antananarivo	Vakinankaratra	Antsirabe-I
hCoV_19_Madagascar_IPM_33047_2020_EPI_ISL_3716610_2020_08_31	sars_cov_2	2020-10-07	EPI_ISL_3716650	Africa	Madagascar	Antananarivo	Vakinankaratra	Antsirabe-I
hCoV_19_Madagascar_IPM_33348_2020_EPI_ISL_3716611_2020_09_03	sars_cov_2	2020-11-03	EPI_ISL_3716669	Africa	Madagascar	Antananarivo	Vakinankaratra	Antsirabe-I
hCoV_19_Madagascar_IPM_33356_2020_EPI_ISL_3716612_2020_09_03	sars_cov_2	2020-12-24	EPI_ISL_3716698	Africa	Madagascar	Antananarivo	Vakinankaratra	Antsirabe-I
hCoV_19_Madagascar_IPM_33368_2020_EPI_ISL_3716613_2020_09_01	sars_cov_2	2021-02-05	EPI_ISL_3716702	Africa	Madagascar	Antananarivo	Vakinankaratra	Antsirabe-I
hCoV_19_Madagascar_IPM_33616_2020_EPI_ISL_3716614_2020_09_04	sars_cov_2	2021-02-22	EPI_ISL_3716709	Africa	Madagascar	Antananarivo	Vakinankaratra	Antsirabe-I
hCoV_19_Madagascar_IPM_33617_2020_EPI_ISL_3716615_2020_08_30	sars_cov_2	2021-02-04	EPI_ISL_3716834	Africa	Madagascar	Antananarivo	Vakinankaratra	Antsirabe-I
hCoV_19_Madagascar_IPM_33634_2020_EPI_ISL_3716616_2020_09_03	sars_cov_2	2021-02-22	EPI_ISL_3716841	Africa	Madagascar	Antananarivo	Vakinankaratra	Antsirabe-I
hCoV_19_Madagascar_IPM_33644_2020_EPI_ISL_3716617_2020_09_03	sars_cov_2	2021-03-25	EPI_ISL_4297552	Africa	Madagascar	Antananarivo	Vakinankaratra	Antsirabe-I
hCoV_19_Madagascar_IPM_33675_2020_EPI_ISL_3716618_2020_09_04	sars_cov_2	2021-03-29	EPI_ISL_4297596	Africa	Madagascar	Antananarivo	Vakinankaratra	Antsirabe-I
hCoV_19_Madagascar_IPM_33862_2020_EPI_ISL_3716619_2020_09_05	sars_cov_2	2021-03-29	EPI_ISL_4297597	Africa	Madagascar	Antananarivo	Vakinankaratra	Antsirabe-I
hCoV_19_Madagascar_IPM_33878_2020_EPI_ISL_3716620_2020_09_05	sars_cov_2	2021-03-29	EPI_ISL_4297599	Africa	Madagascar	Antananarivo	Vakinankaratra	Antsirabe-I
hCoV_19_Madagascar_IPM_34014_2020_EPI_ISL_3716621_2020_09_07	sars_cov_2	2021-07-08	EPI_ISL_7722712	Africa	Madagascar	Antananarivo	Vakinankaratra	Antsirabe-I
hCoV_19_Madagascar_IPM_34018_2020_EPI_ISL_3716622_2020_09_07	sars_cov_2	2021-07-08	EPI_ISL_7722716	Africa	Madagascar	Antananarivo	Vakinankaratra	Antsirabe-I
hCoV_19_Madagascar_IPM_34135_2020_EPI_ISL_3716623_2020_09_03	sars_cov_2	2021-07-18	EPI_ISL_7722781	Africa	Madagascar	Antananarivo	Vakinankaratra	Antsirabe-I
hCoV_19_Madagascar_IPM_34146_2020_EPI_ISL_3716624_2020_09_03	sars_cov_2	2021-07-18	EPI_ISL_7722786	Africa	Madagascar	Antananarivo	Vakinankaratra	Antsirabe-I
hCoV_19_Madagascar_IPM_34162_2020_EPI_ISL_3716625_2020_09_04	sars_cov_2	2021-07-18	EPI_ISL_7722790	Africa	Madagascar	Antananarivo	Vakinankaratra	Antsirabe-I
hCoV_19_Madagascar_IPM_34429_2020_EPI_ISL_3716626_2020_09_09	sars_cov_2	2021-07-08	EPI_ISL_8523893	Africa	Madagascar	Antananarivo	Vakinankaratra	Antsirabe-I
hCoV_19_Madagascar_IPM_34796_2020_EPI_ISL_3716627_2020_09_12	sars_cov_2	2020-09-17	EPI_ISL_3716637	Africa	Madagascar	Antananarivo	Vakinankaratra	Antsirabe-II
hCoV_19_Madagascar_IPM_34891_2020_EPI_ISL_3716628_2020_09_11	sars_cov_2	2020-12-17	EPI_ISL_1660330	Africa	Madagascar	Antsiranana	Diana	Antsiranana-I
hCoV_19_Madagascar_IPM_34993_2020_EPI_ISL_3716629_2020_09_13	sars_cov_2	2020-08-26	EPI_ISL_3716602	Africa	Madagascar	Antsiranana	Diana	Antsiranana-I
hCoV_19_Madagascar_IPM_35042_2020_EPI_ISL_3716630_2020_09_14	sars_cov_2	2020-09-18	EPI_ISL_3716638	Africa	Madagascar	Antsiranana	Diana	Antsiranana-I
hCoV_19_Madagascar_IPM_35047_2020_EPI_ISL_3716631_2020_09_09	sars_cov_2	2020-12-15	EPI_ISL_3716692	Africa	Madagascar	Antsiranana	Diana	Antsiranana-I
